TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
36968,3672,5158,5790,5003,2935,30774,36968,7197,7411,19562,18829,37461,12868,30253,12585,9076,2557,3656,1106,2673
56195,6248,8738,8836,6188,2757,50321,56195,14203,12885,26271,25464,56277,16636,45416,21897,16032,4504,6315,1653,4315
15695,2137,1577,1215,804,506,14330,15695,2779,2568,9126,8933,14791,2482,12166,5885,4745,698,1666,382,815
399182,50781,55649,45344,26420,14321,358794,399182,66271,83702,221947,216310,385115,74900,306516,130626,103296,20338,28790,7497,18102
43734,5286,5900,5093,3610,1798,41765,43734,12953,7286,18309,17570,42591,9973,32802,17760,12793,4062,4742,1179,3330
5546,627,694,688,433,302,5337,5546,1234,1092,3083,3006,5515,1423,4019,1643,1310,253,415,124,312
19807,2032,2823,3319,2233,1208,8020,19807,4909,4456,6574,6183,20190,6367,16160,9130,6561,1824,3167,777,1805
12288,1431,1847,1681,1025,596,11905,12288,3213,2941,6689,6421,12416,3156,9587,4283,3125,796,1001,287,712
179436,23763,23092,18523,10243,4587,152196,179436,30531,37049,89935,86971,164092,29137,131486,61039,47861,8883,15490,3783,8363
8645,904,1237,1220,774,534,8463,8645,2465,2026,4467,4378,8600,2459,6637,3074,2482,539,793,224,577
9036,957,1327,1245,793,435,5324,9036,3288,1355,3833,3663,9147,2285,6983,3604,2549,781,1229,298,690
14465,1730,1829,1896,1203,756,7825,14465,4464,2073,5024,4699,14670,3582,11164,6690,5068,1320,2035,497,1205
94016,11573,13361,12396,7752,3776,51661,94016,21746,19963,43288,41097,94125,22363,73444,36526,28056,6521,11033,2711,6246
52516,6208,8011,7579,4773,2490,50589,52516,15824,12905,23860,22556,53569,14012,41784,20706,15335,4590,5404,1473,3973
20611,2184,3082,3585,2831,1765,19136,20611,4108,5248,8969,8633,20434,7657,17304,7761,5295,1651,2361,666,1765
15951,1729,2080,2051,1336,899,15014,15951,3374,4242,6010,5716,16209,4042,12022,6029,4544,1089,1625,422,1052
107239,13907,16519,13762,8481,4333,92478,107239,18366,20352,58367,56844,103218,23448,83667,32101,22757,5408,8165,2266,5435
18691,1940,2539,2802,2150,1118,17719,18691,4638,4007,8220,7916,17955,5546,14658,7171,5101,1435,2154,566,1512
1034,94,152,169,94,72,1002,1034,328,209,464,448,1121,380,813,350,259,74,106,31,79
217522,22324,23382,22348,15366,8339,199816,217522,29324,37946,96769,91299,213849,41981,164291,67959,52737,10568,21025,5923,11305
57686,6950,8207,6497,3389,1633,54891,57686,15381,11028,27367,26463,54800,9951,43028,19641,15404,3918,4652,1217,3125
56682,7818,7842,7458,4714,2200,54603,56682,14877,11477,26118,24829,56644,13622,44063,22543,17493,4427,5538,1312,3812
102793,9927,11043,11098,6273,3344,83378,102793,11592,13231,50112,48283,104415,18998,87787,25108,19401,5160,6833,2054,4705
48649,5873,7494,6587,3881,2828,45770,48649,6794,7887,26082,25180,49028,12397,39531,12601,9646,2650,3615,1102,2625
45129,4476,6029,7309,5826,2674,41187,45129,10919,10930,17343,16607,43315,14771,36457,18613,12869,3738,5522,1442,3882
2213,203,347,340,173,153,2130,2213,558,497,1199,1166,2255,606,1689,721,551,114,191,57,147
514631,60298,64603,62088,35396,18885,458455,514631,79810,134267,244056,231302,490764,105082,400580,164540,129387,26009,39303,11687,25990
62190,8522,8178,6085,3295,1322,51087,62190,14388,11462,29925,28936,57087,9061,45726,19050,15272,3379,4812,1215,2783
2131,268,296,249,146,69,1965,2131,384,342,908,884,2083,388,1605,743,560,130,192,49,124
465861,53850,49612,39377,23120,12529,410842,465861,69974,79261,204589,184940,458809,69266,323013,138599,113055,23820,42445,11444,22248
64227,8003,10012,9588,5931,3260,61335,64227,21390,12894,31526,29929,63987,17239,51852,21569,16541,4706,6425,1724,4375
13308,1411,1936,1686,1240,741,7435,13308,3951,2727,5670,5339,13806,3706,10332,6010,4226,1306,1971,490,1190
17769,2142,2418,2388,1482,882,12810,17769,4774,3646,9070,8762,18352,4693,13695,7186,5245,1481,2120,536,1411
51323,5971,7198,6627,4431,2605,49983,51323,17172,9688,25814,24803,51919,13217,39189,20021,15245,4022,5203,1277,3505
62567,8277,8633,7843,4813,2469,58682,62567,13321,13586,33148,32176,61581,13734,47646,20445,15056,3914,5465,1338,3327
2664,286,361,333,212,153,2191,2664,453,620,1200,1165,2758,720,1989,1039,758,195,302,77,201
10673,1413,1486,1462,949,521,9891,10673,2946,2364,4255,4078,10893,3014,8392,4155,2845,928,1212,312,886
4833,591,751,1087,610,180,4645,4833,699,1213,2400,2316,4653,1815,4091,1343,929,258,393,132,299
1516,180,208,192,186,109,1411,1516,366,333,559,537,1591,477,1232,642,462,121,196,52,136
9605,1364,1635,1735,895,278,9068,9605,1536,2270,6075,5891,9257,2454,8157,2543,1901,453,680,223,492
118189,11975,13136,12419,7732,4797,107215,118189,22881,23315,54959,53221,116906,23527,89953,39665,30314,5971,10963,2728,6368
92176,10739,12444,12252,7537,4850,88956,92176,29307,15602,44390,42360,92531,23202,71116,31621,25104,7303,9214,2336,6260
46222,5262,6471,6037,4419,2728,44882,46222,16810,6795,20787,19815,46452,12596,35966,16831,11689,3754,4752,1296,3391
44593,5601,6569,5738,3299,1827,42814,44593,13118,7971,23195,22476,44339,10052,34423,17393,13081,3406,4457,1063,2703
7063,713,1032,1006,600,533,6910,7063,2204,1825,4116,4018,7192,2161,5535,2418,1959,431,636,183,470
2252,262,350,527,370,158,2117,2252,387,467,1082,1050,2236,965,2078,1042,736,181,342,87,223
5190,552,626,841,539,419,4364,5190,1266,1202,2690,2621,5241,1703,4041,1861,1422,368,560,160,394
20468,2549,2861,2913,1987,932,19570,20468,5482,3179,7598,7064,20692,5282,16293,9782,6990,2530,2943,684,2024
17150,2079,2407,2260,1381,664,15474,17150,4423,3412,7254,6854,17167,4041,13143,7077,5152,1607,1995,470,1338
21515,2478,2142,1934,1337,755,20458,21515,4964,2628,6381,5747,21839,3957,16427,9035,7195,1237,3003,689,1463
43327,4478,5112,5669,3991,1711,36972,43327,7205,8407,19484,18682,41725,10654,36132,15791,10984,3099,4157,1153,2926
37320,4674,5048,4385,3025,1487,30858,37320,9511,7228,16239,15497,37751,8344,28393,14540,10108,3235,4170,1009,2698
37253,4674,4728,4209,2605,1283,30962,37253,9302,7112,14542,13769,36598,7788,28085,13841,9745,2793,3586,922,2371
37317,4406,5057,4587,3122,1623,34483,37317,9954,7511,15447,14670,37259,8947,28376,15124,10641,3514,4505,1020,2905
22983,2527,3585,3856,2405,1449,21624,22983,7360,5663,11019,10573,23389,7186,18802,9067,6900,2053,2465,690,1906
31729,2840,4266,7516,5574,2148,28996,31729,5329,8162,12156,11448,30524,13626,27975,9616,7078,2142,3379,1077,2633
16249,2217,2305,2004,1156,688,15754,16249,3868,3776,8397,8132,15720,3468,12202,5262,4539,786,1136,332,805
32358,3712,4686,4711,3519,1688,28991,32358,11010,5078,14231,13636,32263,9544,25720,12813,9362,3272,4114,1022,2820
128607,15950,16983,15830,10802,5341,117563,128607,24962,23877,59859,57747,126437,29936,104120,43675,32590,9865,12717,3218,8520
9398,1235,1181,1001,782,446,6552,9398,2518,1657,3340,3153,9278,2170,7409,3865,2712,823,1198,296,710
507078,63853,70385,57979,33720,20165,350655,507078,104485,92295,249945,238357,510996,104370,391988,153794,114852,26160,46978,11719,25870
15985,1825,2201,2045,1260,971,15308,15985,3956,3633,8134,7904,15875,4084,12151,5337,4423,882,1317,372,884
8924,938,1455,1403,1130,595,8374,8924,2450,2075,3036,2890,9059,3095,7285,3677,2470,922,1159,306,909
30100,3707,3829,3686,2436,1547,26593,30100,6910,5791,12612,12053,29773,7324,24085,12500,8671,2663,3453,815,2282
32384,4024,4310,4210,2445,1215,31362,32384,9252,6070,12727,11892,32624,7195,24732,14644,10808,2850,3640,857,2308
47823,5057,6168,5531,3371,1951,45230,47823,9850,9406,22927,21762,48334,10162,38585,15781,12077,3149,3838,1078,2702
6907,927,1035,1007,669,407,6567,6907,1986,1772,3334,3185,7181,2052,5652,2789,2018,569,719,201,522
2278906,302616,313052,258448,147978,94465,1092235,2278906,454105,369271,1162225,1120459,2339280,470619,1820449,661141,460574,110259,242663,54827,112422
50815,6441,6947,6554,4018,1995,42829,50815,10781,10118,25051,24115,49969,11999,40226,19691,14441,3879,5151,1224,3373
54539,5731,7236,9402,6406,3256,49268,54539,11680,17269,21339,20357,53899,17942,45381,17014,12207,3726,5265,1627,3758
4178,376,604,584,374,302,3951,4178,884,1059,1952,1899,4251,1151,3199,1560,1180,289,438,116,299
68362,8025,8500,8068,4964,2783,41012,68362,16633,13452,29238,28057,69471,15273,51723,27601,20896,5319,7703,1924,4966
16683,1581,1756,1642,982,510,14559,16683,2598,3157,8447,8095,16345,2952,12671,4685,3624,796,1323,404,809
21098,1609,2243,3035,4224,2381,16143,21098,5248,5084,8938,8381,20477,9183,17558,9566,6075,2215,3108,970,2538
559335,68327,77974,64390,37577,20912,363728,559335,116387,94982,298915,287977,555036,112051,439108,177699,145345,28308,49031,12823,25402
58930,6668,7565,6883,3988,2284,31103,58930,12366,12055,25329,24110,59558,12035,45040,22614,17025,3960,6591,1571,3552
50953,5878,7804,7298,5610,3157,37899,50953,12967,12026,23565,22682,51956,15335,41058,22153,15109,4901,6951,1830,4559
14432,1861,1986,1807,1204,542,13980,14432,3758,2708,6142,5808,14515,3347,10957,5955,4438,1473,1687,401,1173
996945,116244,135937,125657,74880,48594,679494,996945,146184,199438,525125,509324,999539,235062,777418,316527,232448,52225,81047,22399,52875
54993,8511,7513,6104,2842,814,51910,54993,5979,9672,36207,35218,53726,8107,43005,11906,9805,1980,2987,994,2017
45358,5445,6545,6167,3570,1816,42951,45358,15215,8176,23070,22211,45323,11070,34938,16838,12438,3529,4445,1101,2975
47542,5270,6442,7179,4775,2359,44774,47542,9992,10238,23033,22373,45017,12977,37371,17381,12744,3129,4898,1286,3325
136373,15790,15857,18385,10208,5110,113693,136373,21615,34073,63027,60782,135490,31200,110189,39310,28870,8420,11402,3567,7805
45467,5911,7312,6597,4427,2296,42639,45467,13815,9787,21781,20988,46124,12165,36945,17405,12968,3842,5002,1306,3497
10134,1137,1244,1234,915,421,8507,10134,2822,1774,6451,6314,9843,2454,7673,3824,2785,761,1065,271,731
196584,23652,28945,24502,13733,7895,163961,196584,42020,44816,99570,95970,195101,42061,151233,70409,59586,10189,16007,4598,10347
16603,1842,2326,2576,1996,1115,15970,16603,5387,3412,5921,5610,16751,5519,13275,6700,4872,1637,2097,552,1607
16141,1828,2368,2122,1196,957,15720,16141,4222,4145,10407,10192,16231,3976,12383,5398,4681,863,1310,371,919
34055,3875,4844,4851,2986,1677,31960,34055,10007,8682,15996,15358,34785,9123,26758,12117,9793,2200,3186,891,2226
8013,812,1088,1072,698,414,3098,8013,1728,1758,3587,3430,8334,2300,6116,3159,2440,594,1038,262,555
22895,2543,2933,2751,1826,1131,20377,22895,5990,4065,10732,10406,23010,5380,17775,8920,6541,1801,2274,599,1532
532331,60052,69981,65090,40485,25173,389291,532331,102039,125902,250717,239367,531987,124285,414788,207524,150568,38375,55932,13765,34842
14310,1731,1891,1796,1183,565,9008,14310,4460,2312,4296,4114,14238,3247,11603,5598,4015,1377,1798,470,1202
293557,36775,42584,38984,23077,13113,270641,293557,46659,54577,165409,160973,289173,68027,238761,80819,59451,14906,20862,6411,15713
159337,19726,25335,22264,13082,6838,149717,159337,38628,42500,75778,72183,159761,38914,126206,61796,45813,12530,14753,4106,10979
38346,4482,5415,4659,3008,1795,36899,38346,10707,7793,19157,18575,38288,8814,29563,13979,10672,2943,3675,921,2365
206229,24615,32084,30427,18042,10035,197016,206229,45404,46095,113999,110544,201454,52544,167664,68180,49293,12345,16597,4967,12908
14717,1624,1898,1808,1082,829,14394,14717,3284,3222,7524,7235,14711,3592,10978,5083,3568,1012,1183,347,874
13143,1544,1859,1748,1050,416,4781,13143,3259,2874,4731,4436,13675,2925,10681,5839,4048,1190,2068,474,1028
42647,4515,6065,6229,3644,2733,40429,42647,9449,12138,23298,22691,43134,12003,33828,15494,12280,2468,3651,1093,2652
164742,18498,24629,24157,14580,9765,149422,164742,46493,38007,84057,80234,168161,45796,132754,58840,44871,11004,15255,4264,10491
45851,5729,6604,5693,3121,1447,42333,45851,11805,10161,22711,21726,45131,9073,35037,18291,12929,3659,4483,1054,2989
94632,9978,11740,10398,5934,3489,38162,94632,18923,23158,44095,42303,95536,19091,72580,38444,31137,5648,10189,2494,5144
6005,675,794,814,516,290,5688,6005,1160,1389,3040,2954,6033,1413,4557,2031,1504,326,515,138,355
469966,62584,57814,51065,29795,14248,431733,469966,68554,102595,244525,238510,435117,80856,358229,118252,89557,19566,30933,9295,20591
7450,755,1092,1237,655,315,7185,7450,1486,2145,3696,3577,7347,1964,5639,2275,1703,439,570,174,435
65936,7909,8962,8503,5335,3339,59688,65936,17383,13946,31319,30193,66972,16958,51461,24215,18629,5618,7209,1780,4488
14523,1727,2564,2145,1356,697,13165,14523,2953,2813,7545,7329,14331,3666,11635,4843,3572,960,1370,374,936
42276,5078,5889,5631,3087,1872,40942,42276,11842,9327,22228,21247,42296,9768,32341,15360,12160,2985,3930,981,2615
129641,16430,17440,15992,10511,5732,114489,129641,35132,27988,59431,57126,129641,30680,101603,54545,40946,10899,14871,3420,8730
86976,10697,11860,10790,5795,2552,76112,86976,15984,17027,41491,40096,80306,16787,64859,34606,26203,5090,8714,2104,5150
33190,4068,4592,5054,3214,1602,20171,33190,8075,7640,14418,13659,34130,9534,26408,14983,10827,3072,4763,1190,2840
7380,800,894,973,604,631,7103,7380,1648,1455,3580,3478,7277,2187,5500,2303,1694,373,598,187,485
49791,4026,4108,3840,2224,1253,41765,49791,3832,7065,23685,22660,47794,6710,42338,12751,10542,2052,2924,934,2014
43892,4733,4835,4249,2486,1581,43281,43892,8426,3934,20592,19919,43808,7689,30256,12920,9531,3459,3558,937,2593
31666,3762,4835,4378,3027,1581,24394,31666,8062,6842,14984,14496,31819,8552,25459,12010,8351,2400,3607,926,2242
127335,14944,16181,16686,10565,5190,117928,127335,25544,34350,58551,55780,121074,29548,98656,44633,33740,8607,11177,3223,7924
53140,6579,8032,8139,5551,2816,50109,53140,14447,12303,23153,22201,52926,15778,43159,21647,14976,4943,6126,1556,4305
5882,874,743,699,460,271,5008,5882,2208,1120,2017,1953,5806,1296,5005,2010,1456,383,594,176,402
98105,8407,8568,8544,4687,3153,84656,98105,9002,14101,57756,56840,95888,14980,81860,28203,23248,3797,5999,1752,3935
6549,775,949,1040,584,296,6368,6549,2039,1059,2031,1928,6605,1714,5187,2853,1971,767,857,214,610
15096,1666,2247,2523,1634,1040,13754,15096,4432,4235,6207,5890,15577,5016,12737,6571,4611,1438,1772,495,1366
88355,11147,12883,10351,6937,3531,80132,88355,19089,16374,46803,45591,83784,17641,67969,30020,22022,4991,7079,1908,4757
17844,1928,2539,2638,1780,1130,17386,17844,4963,4411,8469,8069,18264,5387,14110,6517,4473,1340,1663,486,1252
157413,15020,21158,26407,23797,14530,136812,157413,34393,35433,65104,62318,147981,57277,132194,55067,36618,14194,18745,5424,14559
14503,1492,1915,2321,1595,792,13097,14503,2998,4101,6572,6261,14151,4307,11776,4870,3380,886,1513,459,1003
84460,7763,10108,13310,9658,4194,72143,84460,13304,23729,34628,32818,80323,24585,69141,25937,20466,4297,7109,2121,4979
171700,17793,16527,20787,16997,9153,160244,171700,23856,42537,73929,71412,155577,40002,126892,47000,34515,8001,13741,4197,9192
13565,1611,1956,1900,1320,791,13204,13565,4395,2915,6318,5939,13904,3948,10746,5225,3675,1126,1352,384,995
73901,8371,10054,11722,7052,3298,64443,73901,17035,20838,28109,26217,71454,19476,58793,26629,20813,5025,7364,2124,5313
2430,243,326,347,194,173,2352,2430,402,587,964,940,2245,724,1914,788,607,173,227,69,172
7682,839,1006,1017,610,415,7114,7682,1824,1756,4181,4033,7790,2038,6056,2690,2198,506,732,194,488
26846,3012,2798,2663,1999,1257,25627,26846,4519,5004,11506,11011,27015,6046,19586,10179,8011,1493,3156,769,1731
3741,477,431,354,169,108,3471,3741,878,701,1896,1849,3735,608,2650,1287,1041,170,365,84,188
70941,7837,9672,8252,4691,2444,44045,70941,20212,10941,28639,26964,73346,14679,52619,26805,20785,5528,7933,1929,4722
28710,2855,3044,3176,1709,1271,27160,28710,4617,5480,16868,16466,28877,5912,22512,9302,7767,1514,2221,607,1448
24949,2628,2923,2519,1633,976,20769,24949,4480,5559,10724,10397,25574,4799,18639,8857,6971,1530,2279,593,1491
9611,1094,1437,1293,757,518,9456,9611,2699,2123,4617,4389,9608,2496,7401,3453,2539,691,831,239,611
12311,1485,1639,1386,891,464,11050,12311,3156,2126,5312,5100,12377,2555,9021,5298,3771,1138,1369,318,904
30816,3644,4390,5209,3586,1443,29447,30816,7962,5562,11992,11485,29614,9166,24910,11421,7946,2748,3570,948,2482
34208,3666,4847,4197,2568,1600,33331,34208,8473,7856,19119,18403,34164,8041,26104,10820,8197,2179,2652,779,1919
33169,3624,4751,4563,2700,1756,32218,33169,8784,7905,17576,16753,32880,8184,25408,10462,8004,1736,2765,804,1970
55852,6200,7204,7538,5551,2746,52417,55852,12801,13629,26828,25433,54308,14724,44078,21228,14987,4663,5889,1552,4138
39694,4741,5835,6590,3957,1810,38323,39694,9456,8789,21250,20501,39280,11094,32399,13623,9817,2776,3695,1085,2794
135428,16316,19709,17051,10030,6180,123119,135428,32128,29464,74073,72098,135293,30856,104582,40826,32839,6933,9621,3042,7420
3533,373,504,507,329,252,3396,3533,868,862,1645,1599,3597,1110,2758,1286,1056,218,320,94,236
11169,1283,1653,1416,844,554,10385,11169,2812,2402,6075,5916,11238,2610,8643,3921,3120,675,1034,280,687
749,83,102,100,79,61,698,749,200,111,740,726,600,185,609,288,211,44,88,22,56
72133,8660,9469,10374,6040,3379,23821,72133,15243,16323,36100,35193,71093,18043,56384,19376,12799,3056,6211,1775,3764
62075,7564,8733,7840,5442,2612,52202,62075,14813,14742,29882,28817,60875,14861,48687,22744,16164,4628,6179,1644,4208
24192,2739,3104,3257,2241,889,18229,24192,4680,6010,10241,9682,22707,5825,18512,8271,6164,1773,2573,686,1670
86983,11349,10960,9732,6198,2940,83220,86983,17114,18778,43619,42495,83028,16810,64998,29034,21579,5437,6766,1828,4562
713856,83727,85958,71193,39532,19466,594650,713856,89218,157396,337084,323816,674826,116223,541792,171626,131114,27263,40673,13522,27140
18691,2275,2402,2395,1364,908,17676,18691,4644,4776,9002,8636,18898,4286,14359,5463,4365,867,1424,420,1000
18486,2260,2654,2515,1737,809,17443,18486,6090,3186,8813,8434,18281,4794,14507,7444,5092,1734,2068,518,1444
9541,1010,1255,1585,986,525,8602,9541,2373,2591,4795,4635,9607,2983,7471,3325,2637,562,905,250,660
292502,29923,30795,29301,17127,8191,180974,292502,32510,48977,154655,149478,285890,49057,238030,92379,71409,16087,22914,6445,14144
18627,2270,2778,2530,1445,1062,18088,18627,4667,4670,10759,10499,18368,4727,14510,6813,5848,960,1457,419,1040
8777,908,1162,1520,1095,509,7751,8777,2185,2536,3179,2939,9017,3106,7069,3110,2114,725,994,297,714
19479,2230,2505,2393,1464,1008,18918,19479,4289,4035,10212,9793,19830,4574,14631,6778,5004,1406,1668,483,1211
56530,7298,8515,7937,5561,2536,54499,56530,17551,10768,23706,22760,56402,14964,45290,21840,15308,5757,6735,1688,4708
41550,5139,5706,5675,3752,2267,40177,41550,13518,8780,18330,17378,42231,11322,32582,16824,12251,3594,4543,1127,3189
10881,1259,1288,1046,564,437,9654,10881,1958,1728,5556,5427,10616,1928,7651,3548,3206,557,907,245,564
14836,1566,2150,2727,1901,752,12604,14836,3529,2473,7399,7173,14863,5121,12204,5783,4125,1161,1691,456,1148
17824,2064,2641,2637,1730,665,17024,17824,5210,4211,7816,7358,17358,4698,14081,6854,5168,1618,1834,503,1382
24265,3087,3308,2799,1724,805,23289,24265,7306,3581,10991,10638,23239,5106,18278,9528,6726,2284,2570,630,1750
8716,739,969,1003,667,494,7750,8716,1286,1849,5040,4905,8972,2181,7185,2813,2270,409,621,190,451
88690,11848,12364,10710,6812,2989,77839,88690,21865,19587,39683,38296,86937,18943,68564,36408,26054,6712,8914,2181,5711
27271,3307,3755,3852,2539,1220,20870,27271,6628,5637,11588,11129,27445,7131,21264,10829,7889,2277,3325,842,2117
90180,12514,10160,7806,4411,2753,81683,90180,9851,15319,47653,46835,80864,12950,65139,22395,19411,2823,4633,1410,3026
2637772,339877,314560,232267,120425,62227,1758250,2637772,372587,418128,1359225,1308543,2552213,377154,1948080,820238,695465,122040,226524,59528,123684
39498,4392,6102,6132,3907,2348,38595,39498,13505,7981,19058,18209,40345,11948,31861,15698,11311,2963,3987,1085,2818
1127,145,149,192,119,43,1059,1127,232,220,690,674,886,267,864,418,309,84,128,34,87
42733,4580,5995,6575,5166,2240,28296,42733,10803,9324,18065,17360,41878,13064,34178,18460,12407,4231,5876,1496,4144
2987,297,448,627,413,185,2783,2987,620,1118,1278,1201,2885,986,2507,1039,702,231,335,101,239
60537,6218,8139,9300,6817,3495,57826,60537,12296,13663,26510,25526,55418,17518,47632,23089,16433,4057,6237,1654,4358
332330,35646,36585,30092,17353,8985,169908,332330,52253,82315,127957,121379,332766,52166,250211,104063,76815,17750,29970,7633,15896
476,39,78,79,49,29,468,476,112,147,262,250,502,164,385,168,137,29,43,12,31
29970,3534,4206,4272,3323,1450,28503,29970,6477,6595,16103,15612,28509,7553,24039,10650,6755,2351,3148,831,2122
42132,4673,5211,6563,4071,1891,34352,42132,8730,9982,20808,19477,41377,11602,32363,14251,11230,3118,4634,1308,3135
33304,4134,4814,4024,2453,1232,26957,33304,9102,5900,18028,17340,32785,6877,25397,13572,10184,2445,3709,871,2106
