TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
857620,103135,122566,103004,62884,39991,665803,857620,183897,144784,458747,438576,862127,194911,684574,270355,210164,43306,73592,19430,44330
1481093,191007,233925,175002,108036,64722,1250098,1481093,287538,276327,777784,747832,1497595,326104,1168074,445735,338741,76759,124634,31962,74849
66765,8163,8841,7829,4145,2657,61954,66765,11557,16109,31938,30833,66260,13403,49769,23293,19012,3525,5499,1407,3446
20156,2199,2571,2449,1536,970,13333,20156,5753,2874,7311,6790,20388,4672,15002,8315,6136,1876,2506,635,1594
21443,2718,2520,2396,1588,869,13215,21443,4183,5137,8422,8012,21437,4496,16036,8552,6046,1627,2382,602,1460
5830,720,899,881,558,241,5698,5830,1787,1287,2171,2018,5800,1441,4588,2720,1831,709,791,184,576
51909,6896,6662,5958,3963,2099,39368,51909,9723,12181,20817,19995,51073,11027,39629,20571,14266,3564,5596,1302,3258
40769,4476,6189,6919,4550,2352,39549,40769,10747,10340,20986,19663,40769,12744,33197,16320,12250,3290,4440,1141,3154
65936,7339,8708,8430,5528,3289,58486,65936,18007,13006,32239,30996,67615,16678,52329,25702,20042,5661,7583,1823,4612
21055,2548,2832,2587,1677,851,11667,21055,3963,4699,9591,9181,21379,4746,16015,8637,6678,1630,2627,629,1487
41619,4493,5240,5018,2847,1910,34875,41619,7955,8533,21416,20620,41430,9080,30869,16049,12348,2652,4820,1181,2778
22996,2544,3072,3167,1700,1190,21654,22996,5346,5628,10784,10403,23336,5525,17329,8580,6914,1428,2184,552,1380
52377,6653,7686,7335,4447,1965,48464,52377,12409,13812,24387,23148,50207,13196,41310,18981,14458,3514,4816,1315,3206
15146,1963,1915,1709,1245,879,14155,15146,4140,2989,7500,7313,15025,3870,11978,5454,4037,1202,1432,389,999
52405,5004,6763,7873,6647,3860,49224,52405,10207,13169,21848,21143,50761,17362,42343,20395,14439,3754,6168,1652,4304
11534,1312,1716,1607,1011,688,11025,11534,3656,2098,5693,5529,11618,3177,9004,4409,3061,1061,1247,334,913
20110,2079,2582,2819,1912,1340,18250,20110,5654,3762,8784,8507,19859,6001,15359,7426,5437,1382,2143,560,1461
207269,22398,27061,23908,14529,7850,168142,207269,33908,50253,96270,93435,197591,41694,161186,65265,46744,12866,17368,4650,11235
7711,791,890,929,521,416,7362,7711,1276,2209,4230,4120,7847,1833,5909,2627,2127,425,650,172,419
6490,769,898,936,649,357,4600,6490,2008,1202,2829,2695,6763,1975,5069,2713,1891,609,887,221,583
1503,121,204,210,132,119,1437,1503,298,388,819,798,1591,421,1125,509,390,87,140,38,97
36804,4285,5129,4825,2999,1804,35558,36804,11117,7949,18898,18214,37061,9106,28419,13840,10146,2841,3736,920,2505
92003,11354,15322,10674,6205,2984,74831,92003,18724,20001,49121,47382,90824,18153,70703,29910,21777,4842,7977,1898,4440
90690,11293,13927,12932,8255,4374,70401,90690,22602,21679,40499,38670,91566,24175,72303,35630,26680,7639,10773,2781,6913
40612,4914,6365,5496,3128,1718,36538,40612,11503,9601,17616,16746,41584,9631,32754,16079,12283,3375,4289,1075,2859
9960,1293,1276,1225,804,404,8157,9960,2934,1293,3826,3607,10000,2320,7655,4258,3047,967,1198,306,807
231256,23656,26548,29388,18152,10492,198672,231256,33611,59196,102712,97619,225207,53616,185043,75253,58474,13660,19770,5984,13119
13264,1530,1853,1724,974,807,12812,13264,3363,3159,6334,6029,13470,3522,10227,4937,3498,969,1157,339,857
43497,5016,6175,5901,4369,2279,40772,43497,11694,8853,22092,21465,42854,11604,34277,15597,11380,3165,4233,1152,2982
107679,12950,15659,13767,8160,4718,98943,107679,27228,23508,55449,53621,107317,24289,84347,38484,28341,7167,9865,2619,6704
34342,3807,5090,5974,4348,2175,33239,34342,8674,7034,16988,16420,34021,11973,28611,11537,7782,2518,3343,1020,2594
71012,9283,10335,8234,4725,2126,63419,71012,18263,14066,36975,35815,68575,13369,54065,26771,20112,5159,6683,1612,4211
16866,2044,2005,1732,1045,728,15277,16866,3629,3261,6969,6731,17346,3440,12612,6242,4818,1025,1728,431,1051
928589,119245,132467,110657,60860,34396,739711,928589,116273,162067,508650,492726,931826,189208,718037,238307,181663,40499,62696,18307,39688
15441,1672,2251,2129,1489,885,14768,15441,4431,2850,6199,5994,15566,4322,11980,5997,4277,1499,1745,467,1277
13987,1786,1674,1539,866,539,5649,13987,3148,2581,5399,5114,14552,2813,11240,6251,4766,1230,1981,474,1060
22423,2640,3043,2815,1533,702,11194,22423,5503,4286,9367,8805,22645,4540,16581,8670,6251,1772,2894,679,1477
7979,1024,1068,1132,731,417,7461,7979,2135,1940,3583,3335,8152,2211,6288,3145,2327,794,951,229,663
2516,249,312,359,195,178,2385,2516,454,550,1306,1275,2524,729,1942,929,736,156,238,63,160
74163,7710,10441,11142,7820,3864,59598,74163,21110,14426,27097,25794,72435,21116,58288,32706,22324,8091,10149,2599,7011
59866,7679,8381,7752,5118,2609,57179,59866,18549,12190,23690,22355,61057,14970,46857,25732,18509,5499,6751,1658,4523
6071,636,1021,1171,762,434,5718,6071,2385,1173,2693,2559,6192,2237,5426,2620,1877,560,750,203,541
65691,7179,8886,8332,5355,4093,60984,65691,15923,15386,32893,31616,66787,16968,50912,23949,17208,4398,5666,1623,4057
142067,18084,20986,19368,12279,7747,133931,142067,48896,27036,66090,62670,144287,38502,114062,53994,40606,10466,14113,3775,9550
167009,23649,22099,17603,10095,5093,145544,167009,29085,31869,88595,86041,158170,28822,125229,51541,38445,8561,12618,3084,7363
14952,1684,2116,2015,1188,946,14055,14952,3319,3985,6936,6749,15201,4022,11563,4942,4151,799,1209,356,879
381951,47587,53590,39930,22967,12785,306377,381951,71452,72901,182241,175086,378174,70347,284791,103342,79172,20228,30238,8132,18120
13995,1658,2064,1894,1186,794,13639,13995,3411,3841,9625,9335,14260,3641,11002,5026,3642,930,1167,338,855
20826,2315,2611,2317,1573,890,18542,20826,5503,2949,9552,9262,20558,4490,15205,7818,5930,1320,2379,577,1387
45325,5953,5821,4854,3285,1639,43150,45325,13130,8074,19755,19064,44197,9006,34222,16336,11978,3272,4056,1061,2936
24415,2819,3145,3319,2257,1102,23677,24415,8058,3159,9373,8836,24604,6359,19395,10065,6808,2656,2950,704,2146
6709,716,1069,1099,740,449,6550,6709,2231,1598,3664,3481,6927,2225,5494,2741,2005,540,668,191,494
112067,11890,15194,19866,16251,7764,94080,112067,27619,27435,47077,45173,105015,38651,93183,42082,27769,9814,13814,3722,9859
4240,397,628,583,400,248,4020,4240,1035,961,2190,2106,4446,1233,3279,1587,1089,279,520,144,313
18988,2531,2714,2352,1648,591,17786,18988,5205,3032,9538,9241,18363,4207,14750,6568,4779,1567,1983,510,1307
22869,2668,3110,2989,1692,1261,21024,22869,5228,4707,11826,11514,22660,5565,18009,7723,6051,1122,1870,559,1390
7177,868,1081,963,626,295,7038,7177,1909,1233,1904,1758,7251,1797,5527,3366,2238,1005,1062,255,768
40855,5150,5580,6275,3924,2133,38691,40855,11151,9088,15905,15207,42689,11682,32972,18095,13057,3535,4466,1196,3261
33277,4077,5435,5191,3433,1606,31345,33277,7829,7674,17222,16758,33149,9316,26998,11640,8423,2183,2966,841,2157
26794,3230,3726,3230,1906,1124,25928,26794,7798,4897,14967,14519,26480,5924,20239,8838,6659,1922,2467,606,1565
18778,2366,2835,2484,1440,757,17922,18778,5199,3647,8699,8339,18630,4370,14550,7248,5427,1827,2099,502,1453
28385,3570,4111,3847,2473,1209,27565,28385,8966,6033,13112,12449,28547,7036,22137,11730,8368,2372,2985,735,2093
27081,3263,4090,3999,2542,1358,26305,27081,9458,5370,13091,12403,27825,7474,21386,11430,8683,2341,2946,732,2063
10234,1108,1341,1331,962,558,9509,10234,2435,1762,4628,4483,10266,2816,7905,3905,2877,717,1193,301,767
44732,4605,5470,4902,3210,1911,40524,44732,8361,7912,19662,19056,44873,9354,35408,15048,11968,3138,3834,1066,2718
43051,5334,5261,4943,2198,949,40397,43051,9433,10108,21150,20254,44527,7015,31761,12796,10672,2098,2834,821,1862
18378,1965,2478,2362,1642,907,17778,18378,5490,3135,7425,7118,18304,4787,13675,7117,5320,1886,2121,565,1549
814901,109302,112867,91089,46674,23394,632343,814901,129137,198340,430470,414289,771904,143234,630354,249524,196040,33429,61120,15994,33840
255001,30560,31954,27441,15237,9533,150604,255001,55151,53962,108181,101322,254574,49559,193820,109233,83730,15061,27792,6757,15076
25605,3418,3269,2673,1682,927,18555,25605,7699,4353,8784,8290,25667,4916,19961,9499,7046,2057,2706,685,1731
15430,1738,2117,1970,1286,607,6965,15430,4399,2429,6747,6388,15954,3828,11804,6364,4509,1312,2213,521,1124
42542,4702,5548,4982,2897,1993,39314,42542,9690,9050,20716,19859,42309,9293,32076,15060,11451,3191,3932,1054,2733
1614714,206086,221657,176825,102711,64943,1267061,1614714,218287,205211,923768,898786,1582857,319971,1295883,378087,272135,62364,97570,30890,65873
36033,4539,5203,4693,2644,1237,35106,36033,10995,6991,15880,14996,35983,8197,27590,14485,10815,3132,3560,908,2522
20412,2401,3140,2842,1570,1101,19872,20412,6335,4042,11091,10745,20344,5080,15636,7199,5723,1270,1727,518,1300
17335,1990,2482,2506,1340,781,8193,17335,5555,2999,7738,7324,17944,4298,13480,7832,5689,1593,2560,569,1342
23957,2727,3510,3220,2149,1082,23188,23957,6631,4464,10832,10407,24387,5953,18531,9642,6819,2354,2658,706,1924
141262,17697,20027,17384,11098,5720,112295,141262,31477,32308,65775,63199,138940,31195,109855,50684,37570,10221,14124,3783,9349
131264,15102,14871,12420,7487,3778,108381,131264,21486,22249,64400,62028,123824,21484,101165,41161,30855,9272,11168,2811,7304
28601,3403,4031,3807,2312,1704,27110,28601,8371,6529,11891,11185,29173,7326,22862,11469,7979,2261,2748,775,1986
42756,4653,6572,7228,4118,2136,40439,42756,9616,7815,22643,21997,43332,12533,35120,12086,9237,2626,3439,1087,2584
13724,1697,1703,1862,1889,928,10819,13724,4080,2525,5206,4998,13197,4162,11644,6337,4518,1469,1973,510,1405
18804,1731,2703,3784,2466,1012,17071,18804,3638,6528,7848,7260,18724,6935,15631,5836,4033,1293,1864,573,1336
3378,329,528,688,481,206,3250,3378,827,789,1675,1585,3206,1229,2861,1153,890,229,351,103,264
39966,4731,6026,4716,2791,1554,38169,39966,8997,10695,21134,20346,38584,8001,30571,13085,11586,1762,2845,833,1942
21198,2582,2533,2590,1452,885,19431,21198,4728,5414,9065,8612,21704,4709,15755,7583,5908,1339,2058,526,1342
17778,2569,2471,2603,1930,877,17041,17778,5687,3571,7613,7350,17846,5169,14802,7798,5654,2036,2338,598,1692
3968,465,497,511,305,198,3564,3968,690,1114,1659,1594,4043,1034,3175,1458,1089,337,419,117,288
39109,4741,5088,4266,2746,1382,37464,39109,9500,7777,16916,16391,37558,7556,28446,13833,10411,3014,3530,930,2450
87393,9170,11556,14142,10268,5341,81290,87393,19450,26543,35929,33939,84514,28339,70275,33121,23472,7479,10302,2865,7269
10919,1212,1690,1698,1141,559,6209,10919,2945,2233,5493,5281,11083,3102,8891,4187,3156,859,1389,354,820
40822,4571,4673,4202,2700,1572,39374,40822,9449,6495,17059,16133,41318,8333,29474,15173,11790,2071,4969,1146,2477
17153,1891,2292,2932,1827,1191,16718,17153,3558,4609,9865,9554,17000,5604,13865,6148,4756,972,1563,453,1116
12362,1673,1859,1648,955,430,12175,12362,2882,2364,2855,2477,12783,2681,9602,5947,4254,1523,1697,389,1165
13838,1610,1737,1743,1281,637,10129,13838,3934,2622,5121,4910,13899,3468,10729,5828,4131,1219,1618,419,1167
7163,725,915,900,601,406,6829,7163,2033,1714,4487,4396,7846,1873,5343,2176,1453,412,547,179,415
30606,3622,4060,4608,2850,1386,10045,30606,9361,5841,12294,11626,32256,8243,24266,14120,11211,2422,4949,1123,2314
18699,1888,2380,2427,1574,1160,17578,18699,4531,3676,10435,10193,18428,4687,15056,6499,5797,1021,1543,450,1106
4410824,560407,536603,452097,301106,157413,3663379,4410824,634810,923098,2229526,2137219,4155501,808534,3358036,1319260,1000695,222293,321467,105112,214586
7451,764,1023,1097,729,551,7121,7451,2594,1201,3760,3655,7586,2288,5753,2874,2100,612,770,208,560
38684,4204,4924,4789,3141,1913,37264,38684,11492,6125,18328,17353,39321,9199,30870,14521,11268,2719,3560,965,2462
121421,15799,15616,14115,10217,4642,107297,121421,25636,26748,57716,55923,116252,26545,93198,45316,29823,7386,10013,2667,7365
231993,21288,31169,45370,34149,15741,216777,231993,44214,67706,105618,100899,220972,85127,194306,87153,53240,18574,23017,7876,19213
416075,54806,56719,54973,32884,16367,371060,416075,60819,100447,218998,210750,399962,94656,326560,126175,88824,21452,31351,9027,21729
8414,852,1094,1153,788,582,8148,8414,2693,1485,3828,3710,8615,2484,6380,3465,2475,758,956,247,676
8460,931,1072,1406,865,480,8053,8460,1793,2301,4211,4043,8562,2495,6606,2550,1955,552,712,225,554
307117,34148,40274,36637,21401,13667,233072,307117,49310,55746,158835,152991,308580,67673,250758,90308,70965,16768,24367,6779,15887
126179,13246,19454,18690,11209,6299,118061,126179,19531,22765,69005,66529,126190,33367,105337,37649,26018,7588,9906,2869,7179
162927,18286,22280,20293,11707,6028,148103,162927,38005,28447,86523,82560,162080,34412,132396,54031,39057,10882,13788,3642,9644
39507,5013,5873,5659,3437,1744,27569,39507,10112,9727,18261,17513,39240,9982,31247,15729,11655,3085,4667,1185,2856
20269,2229,2199,2672,1518,798,19238,20269,3532,6142,8477,8092,20512,4558,15042,6661,5280,1016,1783,483,1060
55207,6301,7348,7322,4116,2554,51888,55207,17094,11084,27129,25936,55549,13111,43106,21826,16725,4194,5699,1374,3608
39316,4183,4870,4573,2602,2044,34800,39316,7804,8504,20891,20300,38637,8651,29900,13484,11212,1699,3076,875,2157
275910,34693,27294,19571,11427,6133,269243,275910,39427,33642,116573,112190,269624,34315,185080,96319,77178,11417,30636,6899,13347
9947,1219,1152,907,512,229,9422,9947,1940,1771,4487,4360,10484,1503,6796,3211,2569,507,875,212,498
16939,2137,2575,2045,1217,542,13396,16939,4113,3796,9004,8741,16329,3605,13030,5937,4639,1011,1505,388,910
11250,1189,1422,1614,998,517,10408,11250,2312,2332,5643,5370,11430,2857,8700,3241,2297,619,1013,312,664
114772,12080,13703,12636,8641,5149,101925,114772,24588,21655,54159,51986,115938,25540,93698,42276,31389,9026,11383,2891,7094
5000,461,629,491,195,76,826,5000,1138,835,2027,1861,4974,701,3422,1564,1194,338,478,125,286
4404,509,654,665,435,341,4264,4404,1449,895,2644,2581,4499,1389,3491,1731,1243,377,478,128,350
7147,824,1067,1046,605,414,6868,7147,2204,1510,4449,4308,7133,2044,5538,2143,1578,350,589,171,442
172578,19388,18170,14670,6890,4933,152032,172578,26517,31353,102277,100130,159883,24676,123312,54263,46735,6722,12594,3134,6852
106420,11260,11219,10463,5487,3042,95615,106420,18667,14410,53305,51127,103715,16742,89094,36571,27797,7309,8892,2167,5877
29650,3790,4206,3720,2371,991,25656,29650,7534,5406,13689,13206,28600,6721,22813,10218,7323,2261,3095,782,1917
66802,8153,9030,9104,5727,2724,37561,66802,16306,13589,30086,28859,67572,16204,51985,27078,18091,5080,8426,2066,4666
224347,28986,33378,27478,15006,6544,215517,224347,48743,56558,116200,112580,222639,44346,172389,80437,56026,15022,18248,4742,12262
14422,1659,1493,1439,1008,561,10973,14422,3754,2675,4582,4381,13979,2846,11370,5423,4093,894,1420,360,877
155350,18847,21693,18703,10720,7494,121303,155350,31383,31616,76303,73240,155239,34957,122016,54077,41485,9425,13560,3562,8396
13373,1378,1860,2137,1457,781,12861,13373,4289,2544,5009,4780,13391,3895,10454,5687,3941,1481,1702,454,1274
17377,1998,2419,2740,1596,1045,16826,17377,5044,3716,9333,9084,17626,5148,13607,6228,4762,1121,1575,473,1197
61022,7036,9807,9819,5965,3036,58846,61022,12773,14160,31291,30503,60383,17260,49741,21743,15022,4334,5626,1508,3993
180005,19239,19139,17362,8985,5099,146291,180005,22382,28440,97114,94908,174589,28350,143440,50908,42028,8958,12068,3379,7711
26427,2936,3567,2953,1503,836,15313,26427,6735,4440,13528,12927,25518,4884,19966,9561,7128,1691,2624,639,1459
1389,131,194,202,158,84,1199,1389,340,313,529,506,1498,465,1068,608,433,131,206,53,135
1349,112,195,209,182,159,1297,1349,410,408,687,655,1403,498,1093,572,379,108,166,48,132
17144,1994,2483,2351,1401,759,14648,17144,4253,3618,9425,9132,16850,4236,13394,6632,4862,1202,1909,480,1201
41107,4922,5423,5241,3564,1610,27580,41107,10877,9169,19694,19028,40929,10002,31509,16608,11910,3440,4720,1178,3209
21539,2507,2311,2326,1566,813,20660,21539,4320,5181,9879,9525,20961,4522,15201,6593,4895,1059,1670,477,1101
21938,2014,3579,4219,3088,1571,18941,21938,5257,5941,10182,9780,21465,8398,18227,8957,6179,1610,2372,726,1844
10836,1304,1404,1329,941,369,7818,10836,2596,1895,5358,5174,10894,2476,8126,4435,3324,1013,1467,363,858
12410,1531,1785,1767,1086,598,12088,12410,3733,2699,6140,5926,12471,3271,9682,4657,3408,1053,1325,323,856
40997,5061,5908,5638,3422,1803,39757,40997,12513,8582,21138,20275,41328,9917,31823,16028,11775,3181,3944,1011,2777
25131,2762,3254,3358,2181,1319,21724,25131,6320,4999,9904,9360,24479,6636,18945,10021,7407,1820,2935,733,1879
82126,6665,7805,7399,4890,3495,54195,82126,11290,12794,35927,34490,79237,14774,66180,25861,19920,4546,6572,1920,4158
53889,4672,6979,9286,7365,3464,42312,53889,11144,14867,21518,20251,53145,18752,43062,20281,13780,4737,6121,1979,4681
13758,1444,1846,2030,1288,981,13312,13758,3804,3534,7006,6763,13966,4173,10709,4697,4005,738,1207,362,878
3922,480,487,560,388,225,3518,3922,952,803,1678,1617,3990,1077,3085,1552,1160,309,474,122,319
954670,112540,116002,96769,49122,28895,610840,954670,173635,169794,490706,473574,939964,160942,719459,311012,238141,62062,88052,22519,47200
9423,1037,1244,1211,696,486,8966,9423,2601,1939,4801,4665,9267,2256,6993,3109,2594,549,805,229,569
17586,2274,3089,2566,1587,829,10936,17586,4005,4716,9024,8772,18089,4637,14389,7116,5482,1295,2191,541,1259
4362,447,585,751,606,311,4208,4362,1008,1008,1890,1832,4432,1738,3596,1891,1341,377,599,156,417
4698619,623867,545313,416602,210888,102776,3268948,4698619,678269,782296,2304397,2203924,4525519,651673,3446935,1572384,1251237,205605,460821,102160,214400
38359,4531,5122,4470,3058,1927,36672,38359,9441,7879,18100,17548,38131,9049,28692,13883,10071,3182,3769,1007,2677
47014,5432,6722,6488,4233,2170,30958,47014,12735,10386,20848,19957,47350,11772,36797,18589,13173,3751,5430,1400,3730
23867,2658,3235,4032,2739,1173,22631,23867,5498,6312,9464,8898,21717,7028,19151,9180,6511,1948,2675,731,1869
364286,44571,47747,44890,27458,15773,276550,364286,68818,76418,179683,173576,354589,81748,288641,136261,104777,25824,37343,9103,22389
13383,1854,1820,1329,897,539,9009,13383,5127,2259,4041,3867,13885,2882,11133,5953,4631,1076,1552,378,998
38335,4224,4933,4759,3173,1794,24881,38335,9215,9352,15918,15142,39121,9272,29326,15678,11672,3216,4435,1159,3049
4326,434,610,590,369,286,3990,4326,1049,975,2742,2685,4458,1263,3297,1629,1141,294,407,110,305
169401,19462,23236,22671,15139,7155,119952,169401,37543,33503,73944,71470,165707,41209,132552,64494,48381,11174,17658,4627,10671
46847,4485,5306,5320,3099,1950,34265,46847,7906,9914,24088,23100,45847,9482,35078,14852,12418,2325,3799,1123,2596
67056,8398,8886,8277,5891,2979,61446,67056,14567,18045,31873,30236,67477,16353,52407,24426,17976,4638,5925,1677,4106
9253,992,1218,1374,756,600,8710,9253,2155,2390,5292,5147,9661,2546,7342,3422,2672,566,840,243,612
184459,23914,22389,16895,9243,4975,164064,184459,23961,38715,94057,91558,175188,26946,133908,57137,49546,6373,10772,2981,6521
9753,892,963,1059,598,583,9016,9753,1704,2024,5457,5328,9759,2143,7703,2946,2280,403,674,208,482
47491,5638,7431,6952,4781,2428,42656,47491,13526,9555,20735,19800,47791,13422,39676,17129,13014,3812,4783,1296,3329
928,94,143,152,85,63,842,928,257,166,556,541,740,252,722,305,232,48,82,24,62
40589,4466,6517,6495,4322,2305,39661,40589,13897,7885,20483,19659,41716,11975,33091,15596,11880,3228,4352,1165,3066
6085,690,936,1030,650,282,5815,6085,1571,1311,2628,2524,5755,1828,4874,1762,1452,362,539,159,394
12086,1507,1594,1766,1111,588,11513,12086,3488,2685,5072,4847,11944,3517,9484,5181,3661,1224,1468,364,1013
7200,848,841,625,347,178,6657,7200,1161,1273,4075,3992,7207,1139,4927,2336,1813,372,628,152,360
15234,1799,2437,2691,1713,682,14743,15234,3682,3527,7659,7416,15007,4827,12502,5701,4213,1286,1694,423,1103
104954,13231,14655,12294,7832,4407,95989,104954,22934,22980,54386,52726,101888,22296,79585,35014,25706,6529,8363,2252,5819
52775,5434,4731,4992,3033,1319,49282,52775,6981,10656,22815,22001,48504,7853,37458,14063,11013,2281,3630,1059,2296
1227,95,167,159,89,95,1198,1227,227,228,855,838,1210,371,908,423,333,72,114,31,76
17622,1810,2224,1910,1142,657,2855,17622,4589,2678,5700,5193,18267,3568,13156,7855,6433,1633,2882,688,1413
749,87,94,117,71,39,731,749,164,263,469,456,919,229,555,251,201,43,65,19,47
2871,233,401,488,289,300,2777,2871,702,763,1251,1213,2891,989,2313,1131,823,226,339,92,243
8348,936,1219,1304,856,450,2193,8348,2866,1326,2479,2330,8667,2435,7054,4018,2934,877,1572,368,801
31175,3497,3799,3662,2617,1410,21519,31175,7674,6913,14389,13891,31725,7607,23532,12393,9342,2697,3571,922,2496
1150795,164599,159215,120500,67893,34020,745905,1150795,99667,141719,630229,614909,1142004,205097,881633,242282,195723,38006,74010,20430,43440
10283,907,883,714,299,172,894,10283,1464,1613,3140,2946,10016,1102,5965,3240,2464,704,1120,296,678
27410,3366,3979,3879,2512,1255,17894,27410,7795,5778,11582,11102,27772,7465,21594,11821,8897,2238,3505,863,2005
8074,904,1192,1134,873,535,6970,8074,2390,1617,3568,3429,8309,2425,6461,3271,2236,731,974,257,726
44111,5618,5867,5112,3165,1783,41632,44111,12955,8199,22870,22219,43779,9380,33276,17943,13277,3569,4480,1073,2791
7279,849,951,962,821,361,5644,7279,3360,1171,1817,1704,7388,1971,6502,3205,2367,623,863,223,591
1753893,214877,233944,204804,112921,66645,958219,1753893,353763,383495,794466,752926,1763822,362535,1339672,637505,467546,131673,182534,49830,110071
2207,187,306,348,242,209,2085,2207,603,563,1105,1066,2318,860,1728,732,534,117,201,61,160
36748,4695,4863,4319,3054,1501,22792,36748,11546,6340,14352,13696,37621,8677,28529,15357,10755,3270,4944,1148,2914
65256,8341,9067,8247,4962,2838,58981,65256,20094,14408,28395,27139,65483,15039,51585,28434,20376,5567,6928,1720,4843
136744,13665,18823,30221,20446,6487,117951,136744,28379,32838,52867,50144,122586,46285,115871,53040,38353,11298,16217,4428,11475
31511,3360,3964,3933,2366,1525,29828,31511,5718,7564,16547,16072,31564,7465,24051,11001,9236,1659,2517,723,1766
19794,2009,2916,3949,2629,1095,18867,19794,5162,4822,8060,7465,19249,7031,16185,7159,4985,1608,2318,670,1721
7768,750,907,893,526,256,7164,7768,1644,1506,4090,3972,7667,1593,5341,2321,1837,423,684,185,432
12326,1284,1808,1996,1274,700,7161,12326,3716,2370,4470,4200,12574,3755,9800,5601,4136,1176,1867,443,1091
26569,3338,3750,3516,2312,1125,25246,26569,7392,4204,8513,7973,27469,6714,20923,12420,8955,3788,3937,970,2886
67111,7700,10268,10850,6920,4160,63740,67111,18759,15794,31085,29589,68840,20453,54885,28593,20692,5859,8158,2094,5750
5134,630,708,640,385,308,4601,5134,1588,1052,2074,2000,5200,1335,4168,1783,1596,305,457,128,317
18906,2247,2849,2289,1415,708,17572,18906,5074,2942,8085,7763,18531,4124,14273,7929,5538,2037,2322,541,1581
17209,2157,2247,2568,1734,886,12280,17209,4081,3487,6766,6466,17110,4834,13662,7147,4918,1501,2272,547,1380
2450,242,322,419,246,175,2387,2450,606,645,1310,1252,2457,675,1934,947,729,168,257,73,197
28575,3597,4087,4020,2654,1184,26635,28575,8008,6088,12265,11690,28355,7204,22562,11877,8619,2752,3293,814,2250
15150,1807,2393,1989,1084,702,14045,15150,3640,4018,7989,7724,15537,3493,11499,4893,3933,709,1188,341,818
96174,13397,14143,10741,6670,3093,78056,96174,19463,18341,42393,40890,91695,18399,74478,36584,24876,6606,9737,2298,5840
95796,11311,14002,13102,7982,4730,90951,95796,25439,20090,42816,40710,97539,24270,75292,36197,26879,7455,9607,2472,6391
28067,3568,3970,3493,2171,1251,26895,28067,7834,5193,10817,10109,28291,6786,21454,11988,8796,2592,3148,772,2102
11555,1358,1085,955,624,281,11096,11555,2287,2324,5574,5408,10694,1708,7582,3024,2305,449,701,199,437
230221,26561,27382,25590,16720,9595,178843,230221,35529,51517,107543,103634,222277,47438,173639,75818,57301,13631,22842,5838,13919
36506,4786,5033,5099,2904,1593,34553,36506,12222,6014,16593,15782,37338,9105,29431,13819,10389,2614,3532,921,2333
4062,389,554,646,419,386,3984,4062,817,954,2126,2085,4106,1302,3191,1505,1079,272,409,122,331
919,93,129,133,76,65,863,919,219,209,428,416,983,250,732,312,244,50,80,23,61
18807,2357,2619,2392,1510,949,17429,18807,4132,5577,8777,8307,19214,4912,15066,6884,5107,1351,1647,475,1177
22482,2879,2815,2372,1578,720,18211,22482,6938,4748,8071,7595,22305,4423,17738,9242,6953,1818,2330,586,1518
16433,1994,2235,2258,1595,787,14076,16433,4868,3273,6482,6215,16657,4604,12961,6463,4510,1522,2009,504,1356
97927,11856,12479,11210,7247,3951,78802,97927,21185,17609,44274,42368,96471,20941,75225,36229,25125,7216,10257,2599,6227
21174,2722,2811,2560,1747,1003,18671,21174,5920,5230,8456,7951,21467,5195,17069,8629,5991,1662,1994,562,1420
14523,1872,2168,1989,1506,706,14076,14523,5462,2269,7884,7573,14631,3928,11609,5211,3657,1124,1468,392,1022
15054,1889,2213,1939,1336,627,11960,15054,3878,2737,7124,6863,14654,3441,11906,5635,4203,1224,1733,437,1066
45749,5264,6360,6564,3971,2041,44231,45749,12046,10244,20738,19904,45909,11598,35753,16516,11870,3844,4323,1226,3376
190800,21559,25999,25145,15555,9415,145403,190800,44370,45954,86849,82697,193803,47390,150073,76131,62130,14436,19768,5297,12996
7531,881,732,586,483,252,7300,7531,2150,639,4599,4487,7418,1516,6053,2810,2276,334,824,192,402
25832,3272,3569,3390,2597,1149,23624,25832,8023,4362,8477,8020,25945,6985,20196,11414,7957,2734,3242,803,2254
96036,13476,13403,9155,4590,2272,89482,96036,16854,23816,51700,50069,92024,13888,70603,27322,23158,3390,5459,1633,3596
41182,4610,6084,6280,3814,2101,40039,41182,12140,9431,19579,18575,41535,11385,32367,15565,11943,3681,4201,1186,3262
12535,1307,1886,2527,1520,664,10906,12535,3325,3744,4707,4439,13037,4734,10395,4630,3129,1084,1492,443,1071
87138,9626,9204,9434,5374,2686,78998,87138,14134,20383,41686,40547,84113,15750,64289,24133,19351,4281,6742,1843,4214
44448,5226,6083,5512,3673,1864,26967,44448,9393,8727,16925,16127,44909,10319,33914,14933,11938,3370,5185,1346,2982
37660,4211,5338,5341,3399,1590,22449,37660,11515,7135,16750,16079,37581,9996,29270,15091,10303,3007,5103,1236,2899
28360,3098,4323,4530,2853,1750,27480,28360,7050,8577,13459,12775,28730,8520,23119,10674,7791,2493,2905,839,2280
